epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,1.1740810871124268,1.1039068698883057,0.14911504089832306,0.14867256581783295
2,1.1021860837936401,1.0451124906539917,0.26327434182167053,0.2743362784385681
3,1.0433191061019897,0.9931790828704834,0.7946902513504028,0.7982301115989685
4,0.9904488921165466,0.9409840703010559,0.8172566294670105,0.8070796728134155
5,0.9361326098442078,0.8837110996246338,0.8163716793060303,0.8106194734573364
6,0.8779823780059814,0.8216160535812378,0.8141592741012573,0.8123893737792969
7,0.8175927400588989,0.7565667033195496,0.8159291744232178,0.8141592741012573
8,0.7528789639472961,0.6910380721092224,0.8159291744232178,0.8106194734573364
9,0.6899865865707397,0.628829300403595,0.817699134349823,0.808849573135376
10,0.627625584602356,0.5745388269424438,0.8181415796279907,0.8070796728134155
11,0.5731769800186157,0.5326822400093079,0.8168141841888428,0.8070796728134155
12,0.532158374786377,0.5057377219200134,0.8168141841888428,0.8070796728134155
13,0.5074440836906433,0.49252498149871826,0.8168141841888428,0.8070796728134155
14,0.4913027584552765,0.48844772577285767,0.8163716793060303,0.8070796728134155
15,0.4868106245994568,0.487615168094635,0.8185840845108032,0.8070796728134155
16,0.4867604374885559,0.48542654514312744,0.8199114799499512,0.8070796728134155
17,0.48759570717811584,0.47963520884513855,0.8203539848327637,0.808849573135376
18,0.4819096624851227,0.46999791264533997,0.8225663900375366,0.8106194734573364
19,0.467801034450531,0.45773056149482727,0.8247787356376648,0.8106194734573364
20,0.4573785066604614,0.44417521357536316,0.8261061906814575,0.8123893737792969
21,0.44361042976379395,0.430794358253479,0.8261061906814575,0.8106194734573364
22,0.42801550030708313,0.41878384351730347,0.8247787356376648,0.8141592741012573
23,0.4160938262939453,0.40893569588661194,0.8243362903594971,0.817699134349823
24,0.4061369299888611,0.40227195620536804,0.8243362903594971,0.8194690346717834
25,0.3998956084251404,0.3990126848220825,0.8225663900375366,0.817699134349823
26,0.3953576385974884,0.3987138569355011,0.82654869556427,0.817699134349823
27,0.3909991681575775,0.40037134289741516,0.8283185958862305,0.8247787356376648
28,0.39223673939704895,0.4025697708129883,0.8336282968521118,0.82654869556427
29,0.3944987654685974,0.4036819338798523,0.8336282968521118,0.8212389349937439
30,0.3940950930118561,0.40290120244026184,0.8358407020568848,0.8194690346717834
31,0.39315664768218994,0.3999936878681183,0.8362832069396973,0.8194690346717834
32,0.39154210686683655,0.3956628441810608,0.8376106023788452,0.8247787356376648
33,0.3847123086452484,0.39085033535957336,0.8393805027008057,0.8300884962081909
34,0.38107314705848694,0.3863445818424225,0.8389380574226379,0.8300884962081909
35,0.3751537501811981,0.38258689641952515,0.8384955525398254,0.8300884962081909
36,0.3702062964439392,0.3797985911369324,0.8393805027008057,0.8247787356376648
37,0.3657108247280121,0.3780723214149475,0.8407079577445984,0.8247787356376648
38,0.36593183875083923,0.37735694646835327,0.8424778580665588,0.8247787356376648
39,0.3634600043296814,0.37718665599823,0.8424778580665588,0.8336282968521118
40,0.362431138753891,0.3771686553955078,0.8429203629493713,0.8389380574226379
41,0.36169859766960144,0.37686654925346375,0.8438053131103516,0.8407079577445984
42,0.36063385009765625,0.376028448343277,0.8446902632713318,0.8407079577445984
43,0.36062780022621155,0.3746397793292999,0.8464601635932922,0.8407079577445984
44,0.35581669211387634,0.37275364995002747,0.8469026684761047,0.8407079577445984
45,0.35414522886276245,0.3707985579967499,0.8482300639152527,0.8460177183151245
46,0.3491634726524353,0.36914941668510437,0.8495575189590454,0.8495575189590454
47,0.3465510606765747,0.36807188391685486,0.8553097248077393,0.847787618637085
48,0.3473958373069763,0.36764025688171387,0.8553097248077393,0.8495575189590454
49,0.34453636407852173,0.36772218346595764,0.8570796251296997,0.847787618637085
50,0.34143245220184326,0.3680913746356964,0.8530973196029663,0.8407079577445984
51,0.3427046239376068,0.3685079514980316,0.8557522296905518,0.8424778580665588
52,0.34096285700798035,0.3685029447078705,0.854424774646759,0.8424778580665588
53,0.3389076888561249,0.3677944839000702,0.854424774646759,0.8442477583885193
54,0.3370532691478729,0.366629958152771,0.8548672795295715,0.8424778580665588
55,0.33717724680900574,0.3655673861503601,0.8557522296905518,0.8389380574226379
56,0.3355723023414612,0.3650583326816559,0.856637179851532,0.8424778580665588
57,0.3360109031200409,0.36497798562049866,0.8557522296905518,0.8424778580665588
58,0.33230289816856384,0.3651655912399292,0.8570796251296997,0.8407079577445984
59,0.3341187834739685,0.3656386733055115,0.8579645752906799,0.8407079577445984
60,0.33211979269981384,0.366257905960083,0.8579645752906799,0.8424778580665588
61,0.33282771706581116,0.3665660619735718,0.8579645752906799,0.8424778580665588
62,0.32979536056518555,0.36658021807670593,0.8588495850563049,0.8389380574226379
63,0.32992443442344666,0.36626866459846497,0.8570796251296997,0.8389380574226379
64,0.3314763009548187,0.36587727069854736,0.8553097248077393,0.8371681571006775
65,0.3288639783859253,0.36555609107017517,0.856637179851532,0.8336282968521118
66,0.32807108759880066,0.36513596773147583,0.8561946749687195,0.8336282968521118
67,0.32767680287361145,0.364691823720932,0.8557522296905518,0.835398256778717
68,0.32913726568222046,0.36406460404396057,0.8557522296905518,0.8371681571006775
69,0.3275335431098938,0.3634219169616699,0.8561946749687195,0.8371681571006775
70,0.3283059597015381,0.36285528540611267,0.8570796251296997,0.8371681571006775
71,0.3250584304332733,0.36211997270584106,0.8575221300125122,0.8407079577445984
72,0.3245759904384613,0.3613816201686859,0.8588495850563049,0.8460177183151245
